match_id,game_type,horizon_type,path,L_window,reasoning_mode,seed,max_round,player1,player2,round,p_now,p_in_prompt,answer1,answer2,points1,points2,total1,total2
exp3-PD-down-baseline-seed0-rep0,PD,continuation_dynamic,down,5,baseline,0,200,act_openai_gpt,act_kimi,1,0.9,1,J,J,8,8,8,8
exp3-PD-down-baseline-seed0-rep0,PD,continuation_dynamic,down,5,baseline,0,200,act_openai_gpt,act_kimi,2,0.8959798994974875,1,J,J,8,8,16,16
exp3-PD-down-baseline-seed0-rep0,PD,continuation_dynamic,down,5,baseline,0,200,act_openai_gpt,act_kimi,3,0.8919597989949749,1,J,J,8,8,24,24
exp3-PD-down-baseline-seed0-rep0,PD,continuation_dynamic,down,5,baseline,0,200,act_openai_gpt,act_kimi,4,0.8879396984924623,1,J,J,8,8,32,32
exp3-PD-down-baseline-seed0-rep0,PD,continuation_dynamic,down,5,baseline,0,200,act_openai_gpt,act_kimi,5,0.8839195979899498,1,J,J,8,8,40,40
exp3-PD-down-baseline-seed0-rep0,PD,continuation_dynamic,down,5,baseline,0,200,act_openai_gpt,act_kimi,6,0.8798994974874372,1,J,J,8,8,48,48
exp3-PD-down-baseline-seed0-rep0,PD,continuation_dynamic,down,5,baseline,0,200,act_openai_gpt,act_kimi,7,0.8758793969849247,1,J,J,8,8,56,56
exp3-PD-down-baseline-seed0-rep0,PD,continuation_dynamic,down,5,baseline,0,200,act_openai_gpt,act_kimi,8,0.8718592964824121,1,J,J,8,8,64,64
exp3-PD-down-baseline-seed0-rep0,PD,continuation_dynamic,down,5,baseline,0,200,act_openai_gpt,act_kimi,9,0.8678391959798996,1,J,J,8,8,72,72
exp3-PD-down-baseline-seed0-rep0,PD,continuation_dynamic,down,5,baseline,0,200,act_openai_gpt,act_kimi,10,0.863819095477387,1,J,J,8,8,80,80
exp3-PD-down-baseline-seed0-rep0,PD,continuation_dynamic,down,5,baseline,0,200,act_openai_gpt,act_kimi,11,0.8597989949748743,1,J,J,8,8,88,88
exp3-PD-down-baseline-seed2-rep0,PD,continuation_dynamic,down,5,baseline,2,200,act_openai_gpt,act_kimi,1,0.9,1,J,J,8,8,8,8
exp3-PD-down-baseline-seed4-rep0,PD,continuation_dynamic,down,5,baseline,4,200,act_openai_gpt,act_kimi,1,0.9,1,J,J,8,8,8,8
exp3-PD-down-baseline-seed4-rep0,PD,continuation_dynamic,down,5,baseline,4,200,act_openai_gpt,act_kimi,2,0.8959798994974875,1,J,J,8,8,16,16
exp3-PD-down-baseline-seed4-rep0,PD,continuation_dynamic,down,5,baseline,4,200,act_openai_gpt,act_kimi,3,0.8919597989949749,1,J,J,8,8,24,24
exp3-PD-down-baseline-seed4-rep0,PD,continuation_dynamic,down,5,baseline,4,200,act_openai_gpt,act_kimi,4,0.8879396984924623,1,J,J,8,8,32,32
exp3-PD-down-baseline-seed4-rep0,PD,continuation_dynamic,down,5,baseline,4,200,act_openai_gpt,act_kimi,5,0.8839195979899498,1,J,J,8,8,40,40
exp3-PD-down-baseline-seed4-rep0,PD,continuation_dynamic,down,5,baseline,4,200,act_openai_gpt,act_kimi,6,0.8798994974874372,1,J,J,8,8,48,48
exp3-PD-down-baseline-seed4-rep0,PD,continuation_dynamic,down,5,baseline,4,200,act_openai_gpt,act_kimi,7,0.8758793969849247,1,J,J,8,8,56,56
exp3-PD-down-baseline-seed6-rep0,PD,continuation_dynamic,down,5,baseline,6,200,act_openai_gpt,act_kimi,1,0.9,1,F,J,10,0,10,0
exp3-PD-down-baseline-seed6-rep0,PD,continuation_dynamic,down,5,baseline,6,200,act_openai_gpt,act_kimi,2,0.8959798994974875,1,J,J,8,8,18,8
exp3-PD-down-baseline-seed6-rep0,PD,continuation_dynamic,down,5,baseline,6,200,act_openai_gpt,act_kimi,3,0.8919597989949749,1,J,J,8,8,26,16
exp3-PD-down-baseline-seed6-rep0,PD,continuation_dynamic,down,5,baseline,6,200,act_openai_gpt,act_kimi,4,0.8879396984924623,1,J,J,8,8,34,24
exp3-PD-down-baseline-seed6-rep0,PD,continuation_dynamic,down,5,baseline,6,200,act_openai_gpt,act_kimi,5,0.8839195979899498,1,J,J,8,8,42,32
exp3-PD-down-baseline-seed6-rep0,PD,continuation_dynamic,down,5,baseline,6,200,act_openai_gpt,act_kimi,6,0.8798994974874372,1,J,J,8,8,50,40
exp3-PD-down-baseline-seed6-rep0,PD,continuation_dynamic,down,5,baseline,6,200,act_openai_gpt,act_kimi,7,0.8758793969849247,1,J,J,8,8,58,48
exp3-PD-down-baseline-seed6-rep0,PD,continuation_dynamic,down,5,baseline,6,200,act_openai_gpt,act_kimi,8,0.8718592964824121,1,J,J,8,8,66,56
exp3-PD-down-baseline-seed6-rep0,PD,continuation_dynamic,down,5,baseline,6,200,act_openai_gpt,act_kimi,9,0.8678391959798996,1,J,J,8,8,74,64
exp3-PD-down-baseline-seed6-rep0,PD,continuation_dynamic,down,5,baseline,6,200,act_openai_gpt,act_kimi,10,0.863819095477387,1,J,J,8,8,82,72
exp3-PD-down-baseline-seed6-rep0,PD,continuation_dynamic,down,5,baseline,6,200,act_openai_gpt,act_kimi,11,0.8597989949748743,1,J,J,8,8,90,80
